종류,법정동,지번주소,위도,경도
보안등,용담이동,제주특별자치도 제주시 용담이동 616-109,33.51052475,126.5096359
보안등,용담이동,제주특별자치도 제주시 용담이동 623,33.51018143,126.5107574
보안등,용담이동,제주특별자치도 제주시 용담이동 357-16,33.51046371,126.510849
보안등,용담이동,제주특별자치도 제주시 용담이동 616-108,33.51041031,126.5091629
보안등,용담이동,제주특별자치도 제주시 용담이동 616-142,33.50963593,126.5088577
보안등,용담이동,제주특별자치도 제주시 용담이동 616-44,33.5098877,126.5083771
보안등,용담이동,제주특별자치도 제주시 용담이동 616-52,33.5103302,126.5083084
보안등,용담이동,제주특별자치도 제주시 용담이동 616-59,33.51015854,126.5086288
보안등,용담이동,제주특별자치도 제주시 용담이동 627,33.50963593,126.5083237
보안등,용담이동,제주특별자치도 제주시 용담이동 627-28,33.50943756,126.5090942
보안등,용담이동,제주특별자치도 제주시 용담이동 621-20,33.50989532,126.5096436
보안등,용담이동,제주특별자치도 제주시 용담이동 621-10,33.51001358,126.5099869
보안등,용담이동,제주특별자치도 제주시 용담이동 623-12,33.51005936,126.510498
보안등,용담이동,제주특별자치도 제주시 용담이동 621-17,33.50971222,126.5098038
보안등,용담이동,제주특별자치도 제주시 용담이동 616-7,33.51014709,126.5091934
보안등,용담이동,제주특별자치도 제주시 용담이동 616-31,33.51018143,126.5096207
보안등,용담이동,제주특별자치도 제주시 용담이동 616-19,33.51031113,126.5096741
보안등,용담이동,제주특별자치도 제주시 용담이동 626-5,33.50935745,126.5094299
보안등,용담이동,제주특별자치도 제주시 용담이동 625-1,33.5092392,126.5098953
보안등,용담이동,제주특별자치도 제주시 용담이동 625-10,33.50917435,126.5102234
보안등,용담이동,제주특별자치도 제주시 용담이동 624-10,33.50928116,126.5102615
보안등,용담이동,제주특별자치도 제주시 용담이동 624-15,33.50922775,126.5105591
보안등,용담이동,제주특별자치도 제주시 용담이동 624-33,33.50925827,126.5106277
보안등,용담이동,제주특별자치도 제주시 용담이동 623-8,33.50951767,126.5107651
보안등,용담이동,제주특별자치도 제주시 용담이동 623-4,33.50962067,126.5103226
보안등,용담이동,제주특별자치도 제주시 용담이동 624-20,33.50970459,126.5100632
보안등,용담이동,제주특별자치도 제주시 용담이동 623-23,33.50967026,126.510849
보안등,용담이동,제주특별자치도 제주시 용담이동 623-28,33.50979614,126.5104752
보안등,용담이동,제주특별자치도 제주시 용담이동 623-13,33.50990677,126.510994
보안등,용담이동,제주특별자치도 제주시 용담이동 357-53,33.51008606,126.5110855
보안등,용담이동,제주특별자치도 제주시 용담이동 357-33,33.51013565,126.5112457
보안등,용담이동,제주특별자치도 제주시 용담이동 357-1,33.5103302,126.5112305
보안등,용담이동,제주특별자치도 제주시 용담이동 358-23,33.51060104,126.5113983
보안등,용담이동,제주특별자치도 제주시 용담이동 357-9,33.51073456,126.5109329
보안등,용담이동,제주특별자치도 제주시 용담이동 358-24,33.51074219,126.5114822
보안등,용담이동,제주특별자치도 제주시 용담이동 358-26,33.51099777,126.5116196
보안등,용담이동,제주특별자치도 제주시 용담이동 358-13,33.51132202,126.5118103
보안등,용담이동,제주특별자치도 제주시 용담이동 358-13,33.5112381,126.5120087
보안등,용담이동,제주특별자치도 제주시 용담이동 358-47,33.51113129,126.512085
보안등,용담이동,제주특별자치도 제주시 용담이동 358-17,33.51078033,126.5119019
보안등,용담이동,제주특별자치도 제주시 용담이동 359-67,33.51172638,126.5120316
보안등,용담이동,제주특별자치도 제주시 용담이동 359-58,33.5119133,126.512146
보안등,용담이동,제주특별자치도 제주시 용담이동 359-60,33.51216125,126.5122833
보안등,용담이동,제주특별자치도 제주시 용담이동 359-47,33.51234818,126.5117722
보안등,용담이동,제주특별자치도 제주시 용담이동 364-39,33.51267624,126.5119553
보안등,용담이동,제주특별자치도 제주시 용담이동 364-49,33.51295853,126.5115128
보안등,용담이동,제주특별자치도 제주시 용담이동 603-51,33.5130043,126.5109406
보안등,용담이동,제주특별자치도 제주시 용담이동 576-4,33.51332474,126.5109177
보안등,용담이동,제주특별자치도 제주시 용담이동 481-45,33.51332474,126.5112
보안등,용담이동,제주특별자치도 제주시 용담이동 363,33.51330948,126.5114517
보안등,용담이동,제주특별자치도 제주시 용담이동 477-1,33.51350021,126.5111847
보안등,용담이동,제주특별자치도 제주시 용담이동 576-4,33.51343536,126.5108948
보안등,용담이동,제주특별자치도 제주시 용담이동 475-13,33.51331329,126.5116882
보안등,용담이동,제주특별자치도 제주시 용담이동 475-19,33.51355743,126.5118332
보안등,용담이동,제주특별자치도 제주시 용담이동 471-4,33.51398087,126.5120697
보안등,용담이동,제주특별자치도 제주시 용담이동 364-22,33.5131073,126.5121536
보안등,용담이동,제주특별자치도 제주시 용담이동 364-55,33.51311111,126.5122604
보안등,용담이동,제주특별자치도 제주시 용담이동 364-6,33.51348114,126.5124664
보안등,용담이동,제주특별자치도 제주시 용담이동 471-8,33.51372147,126.5125885
보안등,용담이동,제주특별자치도 제주시 용담이동 359-33,33.51269531,126.5125809
보안등,용담이동,제주특별자치도 제주시 용담이동 359-35,33.51242447,126.5124283
보안등,용담이동,제주특별자치도 제주시 용담이동 364-17,33.51293564,126.5127258
보안등,용담이동,제주특별자치도 제주시 용담이동 364-52,33.51324463,126.5128937
보안등,용담이동,제주특별자치도 제주시 용담이동 364-4,33.51340103,126.5129929
보안등,용담이동,제주특별자치도 제주시 용담이동 465,33.51358414,126.5131989
보안등,용담이동,제주특별자치도 제주시 용담이동 467,33.51376343,126.5131912
보안등,용담이동,제주특별자치도 제주시 용담이동 464-7,33.51418304,126.5134125
보안등,용담이동,제주특별자치도 제주시 용담이동 464-15,33.51446152,126.5135651
보안등,용담이동,제주특별자치도 제주시 용담이동 495-2,33.51568222,126.5104828
보안등,용담이동,제주특별자치도 제주시 용담이동 481-11,33.51478195,126.510582
보안등,용담이동,제주특별자치도 제주시 용담이동 481-46,33.51475525,126.5110168
보안등,용담이동,제주특별자치도 제주시 용담이동 571,33.51474762,126.5112686
보안등,용담이동,제주특별자치도 제주시 용담이동 483,33.51473618,126.5116425
보안등,용담이동,제주특별자치도 제주시 용담이동 481-25,33.51472092,126.5121918
보안등,용담이동,제주특별자치도 제주시 용담이동 481-52,33.51470184,126.5126419
보안등,용담이동,제주특별자치도 제주시 용담이동 456-3,33.51472092,126.5138779
보안등,용담이동,제주특별자치도 제주시 용담이동 456-3,33.51475525,126.5138779
보안등,용담이동,제주특별자치도 제주시 용담이동 456-6,33.51493835,126.5139465
보안등,용담이동,제주특별자치도 제주시 용담이동 454-1,33.51509476,126.5139465
보안등,용담이동,제주특별자치도 제주시 용담이동 454-1,33.51507568,126.5139465
보안등,용담이동,제주특별자치도 제주시 용담이동 454-1,33.51510239,126.5141296
보안등,용담이동,제주특별자치도 제주시 용담이동 440,33.51538467,126.5141144
보안등,용담이동,제주특별자치도 제주시 용담이동 450,33.515625,126.5129547
보안등,용담이동,제주특별자치도 제주시 용담이동 454-7,33.51522827,126.5131073
보안등,용담이동,제주특별자치도 제주시 용담이동 454-2,33.51514053,126.513588
보안등,용담이동,제주특별자치도 제주시 용담이동 456-3,33.51477814,126.5137634
보안등,용담이동,제주특별자치도 제주시 용담이동 370-7,33.51331329,126.5139389
보안등,용담이동,제주특별자치도 제주시 용담이동 370-10,33.5133934,126.51371
보안등,용담이동,제주특별자치도 제주시 용담이동 367-3,33.51308441,126.5135193
보안등,용담이동,제주특별자치도 제주시 용담이동 367-10,33.51285553,126.513382
보안등,용담이동,제주특별자치도 제주시 용담이동 366-1,33.51272202,126.5131989
보안등,용담이동,제주특별자치도 제주시 용담이동 359-14,33.51219177,126.5130005
보안등,용담이동,제주특별자치도 제주시 용담이동 367-17,33.51258469,126.5135345
보안등,용담이동,제주특별자치도 제주시 용담이동 368-1,33.51281738,126.5139542
보안등,용담이동,제주특별자치도 제주시 용담이동 358-6,33.51145554,126.5125504
보안등,용담이동,제주특별자치도 제주시 용담이동 358-6,33.51138687,126.5127106
보안등,용담이동,제주특별자치도 제주시 용담이동 358-2,33.51126862,126.5126419
보안등,용담이동,제주특별자치도 제주시 용담이동 358-2,33.51136017,126.512413
보안등,용담이동,제주특별자치도 제주시 용담이동 624-5,33.50924683,126.5111923
보안등,용담이동,제주특별자치도 제주시 용담이동 624-5,33.50920105,126.5110016
보안등,용담이동,제주특별자치도 제주시 용담이동 641-1,33.50889587,126.5098114
보안등,용담이동,제주특별자치도 제주시 용담이동 626-10,33.50881958,126.5095215
보안등,용담이동,제주특별자치도 제주시 용담이동 641-42,33.50879288,126.5091324
보안등,용담이동,제주특별자치도 제주시 용담이동 627-19,33.50851822,126.5087738
보안등,용담이동,제주특별자치도 제주시 용담이동 627-7,33.50891495,126.5086594
보안등,용담이동,제주특별자치도 제주시 용담이동 640-15,33.50828934,126.508461
보안등,용담이동,제주특별자치도 제주시 용담이동 646-37,33.50786972,126.5083389
보안등,용담이동,제주특별자치도 제주시 용담이동 646-1,33.50772476,126.5083008
보안등,용담이동,제주특별자치도 제주시 용담이동 646-38,33.50774765,126.5086975
보안등,용담이동,제주특별자치도 제주시 용담이동 645-7,33.50772476,126.5090485
보안등,용담이동,제주특별자치도 제주시 용담이동 641-2,33.50799942,126.509201
보안등,용담이동,제주특별자치도 제주시 용담이동 646-6,33.50779724,126.5079346
보안등,용담이동,제주특별자치도 제주시 용담이동 646-30,33.50782013,126.5075684
보안등,용담이동,제주특별자치도 제주시 용담이동 646-10,33.50811386,126.5076141
보안등,용담이동,제주특별자치도 제주시 용담이동 639-34,33.50831985,126.5080948
보안등,용담이동,제주특별자치도 제주시 용담이동 639-26,33.50839996,126.5076752
보안등,용담이동,제주특별자치도 제주시 용담이동 635-17,33.50867462,126.507782
보안등,용담이동,제주특별자치도 제주시 용담이동 639-40,33.50862503,126.5081253
보안등,용담이동,제주특별자치도 제주시 용담이동 635-19,33.50908661,126.507782
보안등,용담이동,제주특별자치도 제주시 용담이동 637-9,33.50896072,126.5080414
보안등,용담이동,제주특별자치도 제주시 용담이동 637-8,33.50933075,126.5078354
보안등,용담이동,제주특별자치도 제주시 용담이동 635-6,33.50907135,126.5072937
보안등,용담이동,제주특별자치도 제주시 용담이동 635-12,33.50874329,126.5073776
보안등,용담이동,제주특별자치도 제주시 용담이동 633-28,33.50878143,126.5071335
보안등,용담이동,제주특별자치도 제주시 용담이동 655-13,33.50747681,126.5071411
보안등,용담이동,제주특별자치도 제주시 용담이동 655-1,33.50785065,126.5071945
보안등,용담이동,제주특별자치도 제주시 용담이동 633-63,33.50789261,126.5068893
보안등,용담이동,제주특별자치도 제주시 용담이동 633-25,33.50858307,126.5070572
보안등,용담이동,제주특별자치도 제주시 용담이동 631-5,33.50893402,126.5063171
보안등,용담이동,제주특별자치도 제주시 용담이동 633-29,33.50899887,126.5070953
보안등,용담이동,제주특별자치도 제주시 용담이동 634-10,33.50922394,126.506897
보안등,용담이동,제주특별자치도 제주시 용담이동 629-24,33.50929642,126.5064163
보안등,용담이동,제주특별자치도 제주시 용담이동 628-44,33.50951385,126.507103
보안등,용담이동,제주특별자치도 제주시 용담이동 630-22,33.50934982,126.506012
보안등,용담이동,제주특별자치도 제주시 용담이동 630-7,33.50952148,126.5058212
보안등,용담이동,제주특별자치도 제주시 용담이동 631-1,33.50898361,126.5059586
보안등,용담이동,제주특별자치도 제주시 용담이동 796-38,33.50910568,126.5051804
보안등,용담이동,제주특별자치도 제주시 용담이동 796-28,33.50941849,126.5052643
보안등,용담이동,제주특별자치도 제주시 용담이동 631-6,33.5088768,126.5060654
보안등,용담이동,제주특별자치도 제주시 용담이동 631-7,33.50860977,126.5060272
보안등,용담이동,제주특별자치도 제주시 용담이동 632-1,33.50851059,126.5061264
보안등,용담이동,제주특별자치도 제주시 용담이동 633-45,33.50827026,126.5063782
보안등,용담이동,제주특별자치도 제주시 용담이동 633-55,33.50811768,126.5065842
보안등,용담이동,제주특별자치도 제주시 용담이동 633-3,33.50772476,126.5061188
보안등,용담이동,제주특별자치도 제주시 용담이동 796-44,33.50915146,126.5048676
보안등,용담이동,제주특별자치도 제주시 용담이동 796-52,33.50946426,126.504921
보안등,용담이동,제주특별자치도 제주시 용담이동 850-1,33.50932693,126.5040359
보안등,용담이동,제주특별자치도 제주시 용담이동 861-17,33.5096283,126.5040283
보안등,용담이동,제주특별자치도 제주시 용담이동 802-3,33.50875092,126.5041275
보안등,용담이동,제주특별자치도 제주시 용담이동 801-2,33.5088501,126.5046768
보안등,용담이동,제주특별자치도 제주시 용담이동 794-3,33.50843811,126.5050354
보안등,용담이동,제주특별자치도 제주시 용담이동 794-1,33.50823212,126.5052872
보안등,용담이동,제주특별자치도 제주시 용담이동 792,33.50797272,126.5056076
보안등,용담이동,제주특별자치도 제주시 용담이동 658,33.50761795,126.5057907
보안등,용담이동,제주특별자치도 제주시 용담이동 656-7,33.50750351,126.5063553
보안등,용담이동,제주특별자치도 제주시 용담이동 661,33.50704575,126.5067444
보안등,용담이동,제주특별자치도 제주시 용담이동 652-22,33.5066185,126.5072861
보안등,용담이동,제주특별자치도 제주시 용담이동 652-38,33.50635529,126.5073929
보안등,용담이동,제주특별자치도 제주시 용담이동 652-18,33.50676346,126.5073776
보안등,용담이동,제주특별자치도 제주시 용담이동 652-4,33.50703049,126.5074158
보안등,용담이동,제주특별자치도 제주시 용담이동 646-19,33.50746155,126.5074997
보안등,용담이동,제주특별자치도 제주시 용담이동 652-7,33.50700378,126.5077591
보안등,용담이동,제주특별자치도 제주시 용담이동 652-9,33.50699615,126.5079956
보안등,용담이동,제주특별자치도 제주시 용담이동 647-29,33.50698471,126.508255
보안등,용담이동,제주특별자치도 제주시 용담이동 647-8,33.50701523,126.5083923
보안등,용담이동,제주특별자치도 제주시 용담이동 647-26,33.50694275,126.5087738
보안등,용담이동,제주특별자치도 제주시 용담이동 645-13,33.50749588,126.5088348
보안등,용담이동,제주특별자치도 제주시 용담이동 673-7,33.50630951,126.5083771
보안등,용담이동,제주특별자치도 제주시 용담이동 652-12,33.50674438,126.5081253
보안등,용담이동,제주특별자치도 제주시 용담이동 650-37,33.50650406,126.5080795
보안등,용담이동,제주특별자치도 제주시 용담이동 652-36,33.50647354,126.5074615
보안등,용담이동,제주특별자치도 제주시 용담이동 650-26,33.50588226,126.5076675
보안등,용담이동,제주특별자치도 제주시 용담이동 650-28,33.50611115,126.5079193
보안등,용담이동,제주특별자치도 제주시 용담이동 675,33.50551987,126.5077515
보안등,용담이동,제주특별자치도 제주시 용담이동 677-3,33.50517654,126.5069656
보안등,용담이동,제주특별자치도 제주시 용담이동 677-10,33.50531006,126.507103
보안등,용담이동,제주특별자치도 제주시 용담이동 2745-3,33.50291443,126.5046463
보안등,용담이동,제주특별자치도 제주시 용담이동 2743-10,33.50250626,126.5053024
보안등,용담이동,제주특별자치도 제주시 용담이동 2743-20,33.50292969,126.5052948
보안등,용담이동,제주특별자치도 제주시 용담이동 2749-1,33.50289154,126.5056076
보안등,용담이동,제주특별자치도 제주시 용담이동 2749-21,33.50250244,126.5057831
보안등,용담이동,제주특별자치도 제주시 용담이동 2749-19,33.50251389,126.5061722
보안등,용담이동,제주특별자치도 제주시 용담이동 2718-18,33.50251389,126.5068207
보안등,용담이동,제주특별자치도 제주시 용담이동 2718-20,33.50220871,126.5068436
보안등,용담이동,제주특별자치도 제주시 용담이동 2605-5,33.50214005,126.5057297
보안등,용담이동,제주특별자치도 제주시 용담이동 2605-10,33.50217819,126.5061569
보안등,용담이동,제주특별자치도 제주시 용담이동 2605-5,33.50186539,126.5057526
보안등,용담이동,제주특별자치도 제주시 용담이동 2602-5,33.5019455,126.5063477
보안등,용담이동,제주특별자치도 제주시 용담이동 2602-2,33.5018425,126.5068436
보안등,용담이동,제주특별자치도 제주시 용담이동 2610,33.50166321,126.5073242
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-26,33.50067902,126.5063248
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-26,33.50070572,126.5063629
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-22,33.50092316,126.5068359
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-19,33.50116348,126.5073624
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-15,33.50140381,126.507843
보안등,용담이동,제주특별자치도 제주시 용담이동 2617-1,33.50142288,126.5078964
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-14,33.50157547,126.5079727
보안등,용담이동,제주특별자치도 제주시 용담이동 2616-2,33.50196838,126.5082016
보안등,용담이동,제주특별자치도 제주시 용담이동 2813-1,33.50228119,126.5083313
보안등,용담이동,제주특별자치도 제주시 용담이동 2608,33.50224686,126.5078964
보안등,용담이동,제주특별자치도 제주시 용담이동 2613-1,33.50307465,126.5081406
보안등,용담이동,제주특별자치도 제주시 용담이동 2700-6,33.50334167,126.5083771
보안등,용담이동,제주특별자치도 제주시 용담이동 2701-3,33.50370407,126.508255
보안등,용담이동,제주특별자치도 제주시 용담이동 2701-22,33.503685,126.5086288
보안등,용담이동,제주특별자치도 제주시 용담이동 2701-19,33.50358963,126.5091171
보안등,용담이동,제주특별자치도 제주시 용담이동 2701-12,33.50362778,126.5095673
보안등,용담이동,제주특별자치도 제주시 용담이동 2701-13,33.50382996,126.5092773
보안등,용담이동,제주특별자치도 제주시 용담이동 2696-18,33.50374603,126.5098877
보안등,용담이동,제주특별자치도 제주시 용담이동 2701-18,33.5039978,126.5083771
보안등,용담이동,제주특별자치도 제주시 용담이동 2701-17,33.50392914,126.5086823
보안등,용담이동,제주특별자치도 제주시 용담이동 2710-4,33.50432587,126.5084686
보안등,용담이동,제주특별자치도 제주시 용담이동 2710-40,33.50434113,126.5088196
보안등,용담이동,제주특별자치도 제주시 용담이동 2710-42,33.50435257,126.5090942
보안등,용담이동,제주특별자치도 제주시 용담이동 2710-32,33.50426102,126.509201
보안등,용담이동,제주특별자치도 제주시 용담이동 2710-31,33.50445557,126.5091858
보안등,용담이동,제주특별자치도 제주시 용담이동 2716-19,33.5042572,126.5080872
보안등,용담이동,제주특별자치도 제주시 용담이동 2710-16,33.50470352,126.5084534
보안등,용담이동,제주특별자치도 제주시 용담이동 2710-14,33.50482941,126.5088272
보안등,용담이동,제주특별자치도 제주시 용담이동 2704-19,33.50490952,126.5093307
보안등,용담이동,제주특별자치도 제주시 용담이동 2704-17,33.50492477,126.5097046
보안등,용담이동,제주특별자치도 제주시 용담이동 2710-12,33.50495911,126.5083694
보안등,용담이동,제주특별자치도 제주시 용담이동 2710-9,33.50512695,126.5087891
보안등,용담이동,제주특별자치도 제주시 용담이동 2713-9,33.50473404,126.5081482
보안등,용담이동,제주특별자치도 제주시 용담이동 2713-14,33.50460052,126.5079193
보안등,용담이동,제주특별자치도 제주시 용담이동 2713-13,33.50442123,126.5075989
보안등,용담이동,제주특별자치도 제주시 용담이동 2713-1,33.50413513,126.5070801
보안등,용담이동,제주특별자치도 제주시 용담이동 2715-7,33.50396347,126.5072021
보안등,용담이동,제주특별자치도 제주시 용담이동 2725-18,33.50376129,126.5066757
보안등,용담이동,제주특별자치도 제주시 용담이동 2725-20,33.50337219,126.5067825
보안등,용담이동,제주특별자치도 제주시 용담이동 2725-22,33.50342178,126.5071487
보안등,용담이동,제주특별자치도 제주시 용담이동 2718-33,33.50288391,126.5069656
보안등,용담이동,제주특별자치도 제주시 용담이동 2718-27,33.5028801,126.5066223
보안등,용담이동,제주특별자치도 제주시 용담이동 2708-26,33.50575256,126.5092926
보안등,용담이동,제주특별자치도 제주시 용담이동 2706-46,33.50561905,126.5097656
보안등,용담이동,제주특별자치도 제주시 용담이동 2706-47,33.50550461,126.5096664
보안등,용담이동,제주특별자치도 제주시 용담이동 2707-29,33.50613403,126.5092087
보안등,용담이동,제주특별자치도 제주시 용담이동 2707-22,33.50600433,126.509491
보안등,용담이동,제주특별자치도 제주시 용담이동 2682-15,33.50654984,126.5092468
보안등,용담이동,제주특별자치도 제주시 용담이동 2707-43,33.50645447,126.5096054
보안등,용담이동,제주특별자치도 제주시 용담이동 2681-32,33.50704575,126.5094681
보안등,용담이동,제주특별자치도 제주시 용담이동 2681-40,33.50735855,126.5095673
보안등,용담이동,제주특별자치도 제주시 용담이동 2681-17,33.50724792,126.5099182
보안등,용담이동,제주특별자치도 제주시 용담이동 2680-16,33.50815964,126.5101776
보안등,용담이동,제주특별자치도 제주시 용담이동 2680-23,33.50793839,126.5100479
보안등,용담이동,제주특별자치도 제주시 용담이동 2685-52,33.50802994,126.5105362
보안등,용담이동,제주특별자치도 제주시 용담이동 2685-3,33.50767136,126.5103455
보안등,용담이동,제주특별자치도 제주시 용담이동 2685-50,33.50751877,126.5103226
보안등,용담이동,제주특별자치도 제주시 용담이동 2678-14,33.50854111,126.5108109
보안등,용담이동,제주특별자치도 제주시 용담이동 3819-4,33.50910187,126.511261
보안등,용담이동,제주특별자치도 제주시 용담이동 2683-2,33.50863266,126.5112152
보안등,용담이동,제주특별자치도 제주시 용담이동 2683-8,33.50820923,126.5112
보안등,용담이동,제주특별자치도 제주시 용담이동 2685-82,33.50777435,126.5109711
보안등,용담이동,제주특별자치도 제주시 용담이동 2685-73,33.50758362,126.5107727
보안등,용담이동,제주특별자치도 제주시 용담이동 2681-11,33.50761032,126.5100403
보안등,용담이동,제주특별자치도 제주시 용담이동 2706-37,33.50679779,126.5104523
보안등,용담이동,제주특별자치도 제주시 용담이동 2706-30,33.50652313,126.5105362
보안등,용담이동,제주특별자치도 제주시 용담이동 2706-11,33.50658798,126.509758
보안등,용담이동,제주특별자치도 제주시 용담이동 2685-10,33.50653839,126.5109558
보안등,용담이동,제주특별자치도 제주시 용담이동 2685-39,33.50712204,126.5106659
보안등,용담이동,제주특별자치도 제주시 용담이동 2686-4,33.5062027,126.5105362
보안등,용담이동,제주특별자치도 제주시 용담이동 2686-14,33.50576401,126.5105133
보안등,용담이동,제주특별자치도 제주시 용담이동 2686-8,33.50555801,126.5108566
보안등,용담이동,제주특별자치도 제주시 용담이동 2687-21,33.50557709,126.5109711
보안등,용담이동,제주특별자치도 제주시 용담이동 2687-3,33.50602722,126.5110321
보안등,용담이동,제주특별자치도 제주시 용담이동 2688-10,33.50541306,126.5112457
보안등,용담이동,제주특별자치도 제주시 용담이동 2706-3,33.5053215,126.5103226
보안등,용담이동,제주특별자치도 제주시 용담이동 2688-6,33.50531006,126.5106277
보안등,용담이동,제주특별자치도 제주시 용담이동 2689-2,33.50508499,126.5110626
보안등,용담이동,제주특별자치도 제주시 용담이동 2688-21,33.50496292,126.5114441
보안등,용담이동,제주특별자치도 제주시 용담이동 2690-18,33.50505066,126.5103683
보안등,용담이동,제주특별자치도 제주시 용담이동 2704-13,33.50483322,126.5100098
보안등,용담이동,제주특별자치도 제주시 용담이동 2702-8,33.50452423,126.5101013
보안등,용담이동,제주특별자치도 제주시 용담이동 2702-10,33.50455856,126.5096893
보안등,용담이동,제주특별자치도 제주시 용담이동 2702-11,33.50520391,126.5106937
보안등,용담이동,제주특별자치도 제주시 용담이동 2702-15,33.50420761,126.5096359
보안등,용담이동,제주특별자치도 제주시 용담이동 2696-9,33.50408173,126.5103149
보안등,용담이동,제주특별자치도 제주시 용담이동 2694-2,33.50385284,126.5104446
보안등,용담이동,제주특별자치도 제주시 용담이동 2694-7,33.50385284,126.510994
보안등,용담이동,제주특별자치도 제주시 용담이동 2693-6,33.50433731,126.5110855
보안등,용담이동,제주특별자치도 제주시 용담이동 2690-17,33.50457764,126.5110245
보안등,용담이동,제주특별자치도 제주시 용담이동 2693-5,33.50413513,126.5109558
보안등,용담이동,제주특별자치도 제주시 용담이동 2694-13,33.50355148,126.5108948
보안등,용담이동,제주특별자치도 제주시 용담이동 2694-14,33.50354004,126.5104446
보안등,용담이동,제주특별자치도 제주시 용담이동 2695-11,33.50310135,126.5105743
보안등,용담이동,제주특별자치도 제주시 용담이동 2696-33,33.50307465,126.5101318
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-1,33.50284576,126.5109787
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-3,33.5026741,126.5105591
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-3,33.50268555,126.5106125
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-3,33.50258636,126.5104523
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-3,33.50260925,126.510498
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-33,33.50246048,126.51017
보안등,용담이동,제주특별자치도 제주시 용담이동 2625-4,33.50230789,126.5098495
보안등,용담이동,제주특별자치도 제주시 용담이동 2625-4,33.50232697,126.5098877
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-7,33.50215912,126.5095367
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-7,33.50218582,126.5095825
보안등,용담이동,제주특별자치도 제주시 용담이동 2698-10,33.50241852,126.5092773
보안등,용담이동,제주특별자치도 제주시 용담이동 2698-3,33.50288773,126.5089951
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-9,33.50199509,126.5092163
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-10,33.50181198,126.5088043
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-10,33.50183105,126.5088501
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-11,33.50157928,126.508316
보안등,용담이동,제주특별자치도 제주시 용담이동 2621-11,33.50159836,126.5083618
보안등,용담이동,제주특별자치도 제주시 용담이동 2636-2,33.50084686,126.5083237
보안등,용담이동,제주특별자치도 제주시 용담이동 2635-3,33.5006485,126.5082092
보안등,용담이동,제주특별자치도 제주시 용담이동 2617-6,33.50149536,126.5084076
보안등,용담이동,제주특별자치도 제주시 용담이동 2627-1,33.5021286,126.5105972
보안등,용담이동,제주특별자치도 제주시 용담이동 2625-2,33.50188828,126.5103912
보안등,용담이동,제주특별자치도 제주시 용담이동 2627-3,33.50173569,126.5104675
보안등,용담이동,제주특별자치도 제주시 용담이동 2627-7,33.50155258,126.5105286
보안등,용담이동,제주특별자치도 제주시 용담이동 2813-3,33.50123596,126.5106506
보안등,용담이동,제주특별자치도 제주시 용담이동 2644-3,33.50106812,126.5109406
보안등,용담이동,제주특별자치도 제주시 용담이동 2644-1,33.50138855,126.5113754
보안등,용담이동,제주특별자치도 제주시 용담이동 2643-10,33.50070572,126.5109177
보안등,용담이동,제주특별자치도 제주시 용담이동 2779-11,33.50024033,126.503273
보안등,용담이동,제주특별자치도 제주시 용담이동 2627-4,33.50197601,126.5107498
보안등,용담이동,제주특별자치도 제주시 용담이동 631-1,33.50904162,126.5055688
보안등,용담이동,제주특별자치도 제주시 용담이동 467-1,33.513441,126.513574
보안등,용담이동,제주특별자치도 제주시 용담이동 2580-50,33.50963299,126.5089823
보안등,용담이동,제주특별자치도 제주시 용담이동 935-17,33.51275538,126.5041469
보안등,용담이동,제주특별자치도 제주시 용담이동 617-12,33.51095572,126.5088913
보안등,외도일동,제주특별자치도 제주시 외도일동 491-8,33.50491363,126.5091131
보안등,용담이동,제주특별자치도 제주시 용담이동 941-14,33.51301276,126.5026631
보안등,용담이동,제주특별자치도 제주시 용담이동 941-8,33.51248119,126.5027536
보안등,용담이동,제주특별자치도 제주시 용담이동 928-18,33.51237676,126.504818
보안등,용담이동,제주특별자치도 제주시 용담이동 616-2,33.51050568,126.5099258
보안등,용담이동,제주특별자치도 제주시 용담이동 619-11,33.51054001,126.5106583
보안등,용담일동,제주특별자치도 제주시 용담일동 2650-4,33.50049973,126.5123062
보안등,용담일동,제주특별자치도 제주시 용담일동 2648-13,33.50095367,126.5122681
보안등,용담일동,제주특별자치도 제주시 용담일동 2647-57,33.50134277,126.5121002
보안등,용담일동,제주특별자치도 제주시 용담일동 2647-33,33.50160217,126.5121384
보안등,용담일동,제주특별자치도 제주시 용담일동 2647-27,33.50167465,126.5121002
